"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
49,"(SPP-1804-0500595)도로가 파손되어 웅덩이가 생겨서 불편함 * 첨부파일촬","안녕하세요. 저희는 이리동북초,익산초,한벌초,부천초,부천중,부송중,남성여중 자원봉사대 어깨동무입니다.저희 어깨동무팀은 저희가 사는동네를 돌아다니며 위험한 점과 개선해야할 점을 찾아 동네주민들이 안전하게 생활할 수 있도록 봉사하는데 목적을 두고 있습니다.저희가 부족한 부분을 개선하기위해 소라산공원을 둘러본 결과 개선해야할점이 많았습니다.우선 소라산공원에 있는 등산 쉼터는 쉴 곳은 있지만 장소가 허술하고 금방이라도 쓰러질것같아 해결방안을 생각해보았습니다.  등산 쉼터 보수 공사를 해 주시면 좋을 것같습니다.소라산 공원을 둘러본중에 운동기구를 보았는데 너무 녹슬어서 운동기구를 사용하면 위험할 것 같기 때문에 개선을하면 사람들이 사용하기 편리할것 같아요. 운동기구에 페인트를 칠하거나 운동기구를 다시 설치하면 좋을 것 같습니다.소라산 공원 산책로에 가 보았습니다. 거기에서 쓰레기가 굴러다니는 것이 발견되었습니다. 그래서 쓰레기통을 군데군데 설치하였으면 좋겠습니다. 쓰레기통을 설치한다면 스레기가 굴러다니는 상황이 드물어 질 것 같습니다.또 산책로에 바닥이 축축하고 미끄러워서 열심히 활동을 하다가 자원봉사대 1명이 넘어졌습니다. 뛰어다니다가 넘어져 손과 다리 등 진흙이 많이 묻었습니다. 만약 야자매트가 있었다면 넘어져도 진흙이 많이 묻지는 않았을 것 입니다. 그래서 야자매트를 깔아주시면 좋을것같습니다.저희의 의견을 들어주셔서 감사합니다. 안녕히계세요.","2018-04-05",,"2018-04-16","건설교통과","처리완료","보안면"
50,"(SPP-1804-1100655)불법주차 차량들이 도로를 아주 그냥 점령해버리네요 *",": 전라북도 부안군 동진면 하장리 1007-39가로등 교체 (led등으로)-------------------------------------------------------------------------------------------------------------------------○ .","2018-04-11",,"2018-04-18","건설교통과","처리완료","부안읍"
51,"장애인과 주소지 변경과 관련된 민원"," 전라북도 부안군 줄포면 줄포리 615-14보안등 줄포면 485, 오전 10시 점등","2016-05-09",,"2016-05-16","미래창조경제과","처리완료","부안읍"
52,"재가노인 식사배달사업 개선건의","p저는 지난 주말(9.2)에 상서산(상서바위)를 거쳐 만행산을 다녀왔습니다./p

p장수군 식천리(국포리) 방향에서 임도(말치재 아래)를 따라 가다가/p

p풀이 우거진 능선으로 힘겹게 치고 올라가 주능선에 도달했지요./p

p주능선에 올라가보니 남원쪽(보현사)에서 올라오는 등산로가/p

p잘 정비(벌초)되어 있어서 편안한 산행길이 되었고/p

p일행들은 이런 오지산까지 정비해주셔서 감사함을/p

p느꼈답니다. 한편으로는 장수군에서도 임도와 등산로를 정비하여/p

p북쪽편에서 만행산이나 상서바위를 찾는 사람들에게 불편함을 덜어주었으면/p

p좋겠다는 생각이 들었습니다. 나아가 정비후 곳곳에 이정표를 세워주셨으면합니다./p

p앞으로상서산(상서바위)에 오르는 등산로 정비에 많은 관심을 가져 주시길/p

p기대하겠습니다. 감사합니다./p","2017-08-09",,"2017-08-11","대외협력","처리완료","부안읍"
53,"익산유기동물보호소","익산유기동물보호소에서 찍은 사진들을 보고 충격받아 글씁니다. 사설보호소가 아닌 시에서 하는 유기동물보호소라면 좀 더 신경쓰고 관리해야 하는 것 아닌가요. 조금만 움직여도 발이 쏙 빠질 수 있는 철장, 긴 막대를 강아지 입에 집어넣는 행동 등을 유기동물보호소에서 한다는 것이 말이 되나요. 말 못하는 동물에게 함부로 대하는 모습에서 익산시의 모습을 엿볼 수 있는 것 같습니다.","2016-11-09","2016-11-09","2016-11-10","축산과","처리완료","부안읍"
54,"구조유기견 관리","철밥통 공무원들이 국민 혈세로 먹고 살면서 도대체 제대로 하는일이  뭐니?  책상머리에 앉아서 탁상행정이나 하지말고  발로 뛰어서 현장점검도 좀 하고 책임감 있게 일해라 제발~   억울하고 비참하게 죽어간 수많은 생명들의 원혼이 니들과 니들자손대대로 지켜보며 응징할것이다!!  *만도 못한 것들아!","2018-01-31","2018-01-31","2018-02-02","축산과","처리완료","부안읍"
55,"유기견보호센터","수고많으십니다~~지속적으로 어양주공4차아파트내(401동) 장애인주차 지역에 일반차량이 수시로 주차되어 있어서 정작 장애인차량은 주차를 할 수 없는 사항이 빈번히 발생됩니다. 표지판이 설치되어 있어도 공공연히 장시간 주차를 해놓아서 장애인들이 당황할때가 많습니다 ,연락처조차 남기지않아  연락을 취할 수 도 없었습니다 . 연락을 취하여 이동주차를 요청하면 이튿날 반드시 보복행위(창문과 와이퍼에 껌을 붙여놓아 움직일수 없도록 만듬)를 하는 차주도 있었습니다 . 보복이 무서워서 전화하기도 두려워 경비실에 도움을 요청하면 경비아저씨들에게 화가 돌아 가기도 한다고 하여 관리실을 통해서 연락을 취하기도 했습니다, 그러나 늦은시간에는 관리실직원이 없는관계로 속수무책으로 주차할곳을 찾아다녀야 합니다. 약자에 대한 배려는 없고 자신들의 편리함만 추구하는 얌체운전자들 조치바랍니다. 아울러 장애인주차장에 무단으로 주차하는 일반차량을 즉각 이동주차하는 시스템은 없는지 문의 드립니다1.주공4차 403동앞 주차차량 65서7313 -10/19일 촬영시간21시44분 연락처없음2.주공4차401동앞 주차차량 14두4358 -10/19일 17시 이전부터 촬영(21시40분),23시까지도 세워져 있음 010-2396-2253  ","2017-10-17","2017-10-17","2017-10-20","축산과","처리완료","부안읍"
56,"(SPP-1708-0700317)보안등 374 기로등이 불이 안들어와요 * 첨부파일촬","순정 데루등이아닌사제 led등야간주행시 눈부심 유발","2017-08-07",,"2017-08-17","동진면","처리완료","부안읍"
57,"실내 및 실외 휴지통에 소화용수 비치","아직은 귀촌을 꿈꾸는 도시민 입니다. 꿈만 꿀 것이 아니라 살 것이므로, 이 곳 저곳을 알아보던 차에 복지 실현과 육성에 열성적인 부안에 정착하고자 하는 마음이 강합니다 31살 여성이고요 손재주가 있어 공예쪽으로 창업을 희망하는지라 귀 농은 아닙니다. 저 같이 살고자하는,부래만복을 꿈꾸는 청년에게 귀촌지원을 받을 수 있는게 있을까요. 빈집을 얻어서 개조 후에 공방으로 이용한다던지 저하나 누워 잘 작은 공간이라도 충분합니다. 이 곳에서 부안소식을 얻는 것이 어렵더군요 원룸도 잘 없고 흔한 어플들에도 부안군은 방이 잘 없어요. 정착과 동시에 부안군의 문화발전에 이바지 하고 싶습니다 답변 기다리겠습니다. 010 5752 2557","2016-09-24",,"2016-10-07","회계과","처리완료","안행5길"
58,"전주 종합경기장 확장 이전에 대한 제언","전주에서 발견되고있는 수달가족 보호대책과 전주시 마스코트 활용방안 제안","2017-06-19",,,"기획예산과","처리완료","보안면"
59,"cctv 및 가로등 설치 요청","부송로8길과 선화로69길은 원룸이 많고 부송초중학교가 있음에도 불구하고 가로등이 부족하고 cctv가 설치되어 있지 않습니다. 시민들의 안전을 위해 가로등 설치와 골목길에 cctv설치를 부탁드리겠습니다. 감사합니다.","2017-05-10","2017-05-10","2017-05-12","건설과","처리완료","계화면"
60,"[생활불편신고]장애인 전용주차구역 불법주차","<불법주정차> 횡단보도 불법주차[  : 현대자동차앞 ] (1/2) I : 2018.03.13 21:49:11 (2/2) I : 2018.03.13 21:49:29 A :  : I :  .[  : 1522-0660 ()]","2018-05-10",,"2018-05-14","주민행복지원실","처리완료","하서면"
61,"(SPP-1706-1300090)가로등 불이 꺼졌어요","전라북도 부안군 백산면 대수리 906가로등 계속켜져있어요","2017-06-13",,"2017-06-16","상서면","처리완료","부안읍"
62,"익산 경찰서 주변 별미집콩나물국밥집 익산모현점 앞","2학기는 아직 신청일이 안나온건가요? 1학기때도 신청할려고 했는데 홈페이지에서 하라는데 어디서 해야되는지 몰라서 못했었어요. 어떻게신청하는건가요","2017-06-12","2017-06-12","2017-06-14","도로공원과","처리완료","줄포면"
63,"(SPP-1804-1600157)황색 두줄 실선 불법주차입니다 * 첨부파일촬영시간 안","비닐하우스 관련 재검토 및 검토결과에 따른 처리 요청*스캔 참고","2018-04-16",,"2018-04-24","건설교통과","처리완료","부안읍"
64,"금마면기양제등산로입구부터 별장한증막안까지 가로등문제입니다.","동부시장오거리에서 전북대오거리 사이에 스위트밸리로가는 신호등이 하나있습니다근데 그신호등이 항상 빨간색이 되어 있어서 건너 갈수가 없습니다 확인해 주십시요특히 밤에는 동부시장 오거리에서 전북대 오거리로 가는 길이 엄청난 속도로 달리고있고한의원앞에 있는 횡단보도에 아무리 서있어도 엄청난 속도로 달리는 차들은 정지 하는 차가밤이나 낮이나 한대도 없습니다 차들의 무법지대 입니다. 그나마 한곳에 설치된 신호등이 유명무실하지않도록 점검 부탁드립니다","2018-04-24","2018-04-24","2018-04-25","건설과","처리완료","부안읍"
65,"(SPP-1711-2300385)불법현수막으로 교통 방해 * 첨부파일촬영시간 안내(안","전라북도 부안군 동진면 하장리 1012-1동진면 668 하장리 오중가든쪽 가로등 불이 안들어와요*  *(1/1) G: 2017/09/26 18:10:05G:*","2017-11-23",,"2017-12-01","진서면","처리완료","부안읍"
66,"안 켜지는 보안등과 번호판 제거된 채 버려진 오토바이 처리 부탁드립니다!","기사를 보고 익산시 유기견 보호센터에서 센터장이 유기견을 학대하고 굶겨죽였다는 것과 민원이 있었음에도 불구하고 익산시가 아무런 조치도 하지 않은 것을 알게되었습니다.게시판 보니까 이런 일이 있은지 1년도 넘은거 같은데 여태 뭐하신 건지 심히 궁금합니다.알아서 해야 될 일을 시민들이 알려줘도 안하다니요...익산시 주민은 아니지만 이 지역은 원래 시청에서 일을 안하시는건지 사태를 이지경으로 만들고센터 취소하는걸 해결이라고 조치 하신건지 정말 실망스럽습니다..","2018-01-29","2018-01-29","2018-01-30","건설과","처리완료","부안읍"
67,"와룡 자연휴양림","전북 김제시 남녀균등 숙직근무 시행","2017-06-12",,"2017-06-20","대외협력","처리완료","진서면"
68,"오산 돼지축사에서 나오는 초미세먼지","도데체 관리를 어떻게 하면 보조금 받아먹으면서 아이들을빼돌리고 학대하고 죽입니까? 거기서 우리 잃어버린 강아지 확인하려고 하니 결국 죽었답니다 칩만 확인하면 됐는데지들 사정있다고 미루다가 죽어버렸답니다   이게 말이 됩니까???이건 나뿐만이 아니라 익산 전체의 문제입니다.제발 익산시청은 제대로 관리좀하세요 이거 익산시에도 먹칠하는겁니다.지금 싸이트고 어디고 난니인데....","2017-05-20","2017-05-20","2017-05-29","녹색환경과","처리완료","행안면"
69,"(SPP-1708-1800378)가로등불이안들어옴 * 첨부파일촬영시간 안내(안전신문고","전라북도 부안군 진서면 석포리 305-2가로등불이안들어옴*  *(1/1) G: 2017/08/18 13:55:49G:*","2017-08-18",,"2017-08-28","진서면","처리완료","계화면"
70,"생명을 다른 사람의 강어지를 무참히 잡아먹어버린 나쁜 사람들 벌주셔요!!!!!","주인이 찾으러 간 개를 잡아 먹은것도 경악할 일이지만공권력을 무참히 짖밟은 사건입니다경찰은 허수아비입니까?경찰을 대동해도 소용없게 만든 익산은 대체 어떤곳입니까?저도 50근 넘는 리트리버를 강원도에서 키우고 있습니다경기도 분당의 아파트에서 살다가개를 쾌적한 환경에서 키우려고 강원도에 집짓고이사왔습니다.익산사건을 보고 동네가 이웃이 무서워졌습니다.","2016-10-03","2016-10-03","2016-10-06","축산과","처리완료","부안읍"
